"Date","Open","High","Low","Close"
"21 Jul 2020","-","-","-","5233.28"
"20 Jul 2020","-","-","-","5228.44"
"17 Jul 2020","-","-","-","5222.09"
"16 Jul 2020","-","-","-","5226.11"
"15 Jul 2020","-","-","-","5223.95"
"14 Jul 2020","-","-","-","5220.22"
"13 Jul 2020","-","-","-","5218.74"
"10 Jul 2020","-","-","-","5205.83"
"09 Jul 2020","-","-","-","5197.65"
"08 Jul 2020","-","-","-","5187.34"
"07 Jul 2020","-","-","-","5183.26"
"06 Jul 2020","-","-","-","5180.50"
"03 Jul 2020","-","-","-","5166.08"
"02 Jul 2020","-","-","-","5167.63"
"01 Jul 2020","-","-","-","5165.95"
"30 Jun 2020","-","-","-","5161.76"
"29 Jun 2020","-","-","-","5150.45"
"26 Jun 2020","-","-","-","5143.18"
"25 Jun 2020","-","-","-","5145.26"
"24 Jun 2020","-","-","-","5148.24"
"23 Jun 2020","-","-","-","5144.11"
"22 Jun 2020","-","-","-","5146.17"
"19 Jun 2020","-","-","-","5142.30"
"18 Jun 2020","-","-","-","5142.62"
"17 Jun 2020","-","-","-","5144.55"
"16 Jun 2020","-","-","-","5144.02"
"15 Jun 2020","-","-","-","5138.18"
"12 Jun 2020","-","-","-","5148.76"
"11 Jun 2020","-","-","-","5155.50"
"10 Jun 2020","-","-","-","5136.79"
"09 Jun 2020","-","-","-","5134.00"
"08 Jun 2020","-","-","-","5133.67"
"05 Jun 2020","-","-","-","5139.12"
"04 Jun 2020","-","-","-","5152.30"
"03 Jun 2020","-","-","-","5146.39"
"02 Jun 2020","-","-","-","5139.54"
"01 Jun 2020","-","-","-","5153.13"
"29 May 2020","-","-","-","5149.54"
"28 May 2020","-","-","-","5148.77"
"27 May 2020","-","-","-","5141.83"
"26 May 2020","-","-","-","5149.12"
"22 May 2020","-","-","-","5142.26"
"21 May 2020","-","-","-","5110.49"
"20 May 2020","-","-","-","5101.47"
"19 May 2020","-","-","-","5100.79"
"18 May 2020","-","-","-","5089.13"
"15 May 2020","-","-","-","5082.66"
"14 May 2020","-","-","-","5085.10"
"13 May 2020","-","-","-","5071.30"
"12 May 2020","-","-","-","5065.23"
"11 May 2020","-","-","-","5070.01"
"08 May 2020","-","-","-","5094.46"
"07 May 2020","-","-","-","5065.09"
"06 May 2020","-","-","-","5064.17"
"05 May 2020","-","-","-","5045.42"
"04 May 2020","-","-","-","5021.11"
"29 Apr 2020","-","-","-","4996.72"
"28 Apr 2020","-","-","-","4991.75"
"27 Apr 2020","-","-","-","4993.91"
"24 Apr 2020","-","-","-","4969.59"
"23 Apr 2020","-","-","-","4995.03"
"22 Apr 2020","-","-","-","4966.94"
"21 Apr 2020","-","-","-","4957.20"
"20 Apr 2020","-","-","-","4932.25"
"17 Apr 2020","-","-","-","4878.89"
"16 Apr 2020","-","-","-","4848.43"
"15 Apr 2020","-","-","-","4839.18"
"13 Apr 2020","-","-","-","4790.00"
"09 Apr 2020","-","-","-","4811.22"
"08 Apr 2020","-","-","-","4786.55"
"07 Apr 2020","-","-","-","4759.68"
"03 Apr 2020","-","-","-","4824.92"
"01 Apr 2020","-","-","-","4882.09"
"31 Mar 2020","-","-","-","4881.15"
"30 Mar 2020","-","-","-","4869.20"
"27 Mar 2020","-","-","-","4888.46"
"26 Mar 2020","-","-","-","4782.88"
"25 Mar 2020","-","-","-","4753.98"
"24 Mar 2020","-","-","-","4753.02"
"23 Mar 2020","-","-","-","4737.47"
"20 Mar 2020","-","-","-","4837.86"
"19 Mar 2020","-","-","-","4835.98"
"18 Mar 2020","-","-","-","4856.95"
"17 Mar 2020","-","-","-","4867.38"
"16 Mar 2020","-","-","-","4909.82"
"13 Mar 2020","-","-","-","4858.57"
"12 Mar 2020","-","-","-","4900.55"
"11 Mar 2020","-","-","-","4920.25"
"09 Mar 2020","-","-","-","4934.31"
"06 Mar 2020","-","-","-","4909.00"
"05 Mar 2020","-","-","-","4884.58"
"04 Mar 2020","-","-","-","4885.18"
"03 Mar 2020","-","-","-","4864.88"
"02 Mar 2020","-","-","-","4868.62"
"28 Feb 2020","-","-","-","4866.30"
"27 Feb 2020","-","-","-","4864.20"
"26 Feb 2020","-","-","-","4868.11"
"25 Feb 2020","-","-","-","4865.24"
"24 Feb 2020","-","-","-","4859.87"
