"Date","Open","High","Low","Close"
"21 Jul 2020","-","-","-","1900.39"
"20 Jul 2020","-","-","-","1902.77"
"17 Jul 2020","-","-","-","1900.67"
"16 Jul 2020","-","-","-","1903.99"
"15 Jul 2020","-","-","-","1899.55"
"14 Jul 2020","-","-","-","1899.89"
"13 Jul 2020","-","-","-","1900.03"
"10 Jul 2020","-","-","-","1900.46"
"09 Jul 2020","-","-","-","1899.08"
"08 Jul 2020","-","-","-","1900.27"
"07 Jul 2020","-","-","-","1902.90"
"06 Jul 2020","-","-","-","1900.06"
"03 Jul 2020","-","-","-","1902.87"
"02 Jul 2020","-","-","-","1900.14"
"01 Jul 2020","-","-","-","1900.67"
"30 Jun 2020","-","-","-","1905.47"
"29 Jun 2020","-","-","-","1904.77"
"26 Jun 2020","-","-","-","1905.53"
"25 Jun 2020","-","-","-","1902.90"
"24 Jun 2020","-","-","-","1903.99"
"23 Jun 2020","-","-","-","1903.16"
"22 Jun 2020","-","-","-","1905.46"
"19 Jun 2020","-","-","-","1903.57"
"18 Jun 2020","-","-","-","1904.57"
"17 Jun 2020","-","-","-","1905.41"
"16 Jun 2020","-","-","-","1904.02"
"15 Jun 2020","-","-","-","1901.93"
"12 Jun 2020","-","-","-","1903.92"
"11 Jun 2020","-","-","-","1902.60"
"10 Jun 2020","-","-","-","1901.23"
"09 Jun 2020","-","-","-","1903.03"
"08 Jun 2020","-","-","-","1901.66"
"05 Jun 2020","-","-","-","1900.79"
"04 Jun 2020","-","-","-","1902.54"
"03 Jun 2020","-","-","-","1899.80"
"02 Jun 2020","-","-","-","1902.81"
"01 Jun 2020","-","-","-","1905.17"
"29 May 2020","-","-","-","1911.74"
"28 May 2020","-","-","-","1907.53"
"27 May 2020","-","-","-","1908.20"
"26 May 2020","-","-","-","1906.71"
"22 May 2020","-","-","-","1908.68"
"21 May 2020","-","-","-","1911.28"
"20 May 2020","-","-","-","1906.95"
"19 May 2020","-","-","-","1906.19"
"18 May 2020","-","-","-","1906.45"
"15 May 2020","-","-","-","1906.55"
"14 May 2020","-","-","-","1906.36"
"13 May 2020","-","-","-","1905.12"
"12 May 2020","-","-","-","1904.24"
"11 May 2020","-","-","-","1908.18"
"08 May 2020","-","-","-","1908.05"
"06 May 2020","-","-","-","1904.60"
"05 May 2020","-","-","-","1905.43"
"04 May 2020","-","-","-","1906.65"
"30 Apr 2020","-","-","-","1908.99"
"29 Apr 2020","-","-","-","1909.46"
"28 Apr 2020","-","-","-","1906.48"
"27 Apr 2020","-","-","-","1906.91"
"24 Apr 2020","-","-","-","1910.59"
"23 Apr 2020","-","-","-","1910.61"
"22 Apr 2020","-","-","-","1908.11"
"21 Apr 2020","-","-","-","1909.53"
"20 Apr 2020","-","-","-","1908.27"
"17 Apr 2020","-","-","-","1901.92"
"16 Apr 2020","-","-","-","1901.92"
"15 Apr 2020","-","-","-","1907.01"
"13 Apr 2020","-","-","-","1905.17"
"09 Apr 2020","-","-","-","1910.66"
"08 Apr 2020","-","-","-","1906.89"
"07 Apr 2020","-","-","-","1895.40"
"03 Apr 2020","-","-","-","1906.69"
"01 Apr 2020","-","-","-","1906.09"
"31 Mar 2020","-","-","-","1903.20"
"30 Mar 2020","-","-","-","1905.09"
"27 Mar 2020","-","-","-","1907.43"
"26 Mar 2020","-","-","-","1900.96"
"24 Mar 2020","-","-","-","1893.00"
"23 Mar 2020","-","-","-","1904.84"
"20 Mar 2020","-","-","-","1902.11"
"19 Mar 2020","-","-","-","1907.52"
"18 Mar 2020","-","-","-","1903.33"
"17 Mar 2020","-","-","-","1905.23"
"16 Mar 2020","-","-","-","1908.70"
"13 Mar 2020","-","-","-","1904.40"
"12 Mar 2020","-","-","-","1902.78"
"11 Mar 2020","-","-","-","1897.98"
"09 Mar 2020","-","-","-","1895.62"
